antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'examples'}),frozenset({'book'}),0.013451295477114742,0.6889049381601516,0.010562426649814933,0.7852348993288591,1.1398305569212126,1.0,0.0012957627709792741,1.4485363816917944,0.1243492760696276,0.015268171734307712,0.3096479918356857,0.4002835484719253
frozenset({'excellent'}),frozenset({'book'}),0.05461767626613704,0.6889049381601516,0.04215942944840661,0.771900826446281,1.120475095602864,1.0,0.004533042557832288,1.3638587856022337,0.11373328774764728,0.06011069635731755,0.26678626075027706,0.4165492862410936
frozenset({'experience'}),frozenset({'book'}),0.015437392795883362,0.6889049381601516,0.01074298095152117,0.695906432748538,1.0101632231104123,1.0,0.0001080848221191727,1.0230241456656552,0.010218721634995554,0.01548874137706625,0.022505965048042965,0.3557503596058245
frozenset({'fact'}),frozenset({'book'}),0.014083235533086576,0.6889049381601516,0.011194366705786765,0.7948717948717948,1.1538192729386545,1.0,0.0014923562017709075,1.5165884264692604,0.13521744138992356,0.01618165209447997,0.34062532553536606,0.4055606517276023
frozenset({'family'}),frozenset({'book'}),0.0274442538593482,0.6889049381601516,0.019319310282567483,0.7039473684210527,1.021835277158957,1.0,0.00041282827474170905,1.0508099866590435,0.021971682407819562,0.02771661701852092,0.048353163087638006,0.36599543758492026
frozenset({'fan'}),frozenset({'book'}),0.023020673467545365,0.6889049381601516,0.017152658662092625,0.7450980392156863,1.081568730230921,1.0,0.0012936030305282405,1.2204498579870975,0.07719411724654453,0.02468814968814969,0.18063000011380073,0.38499823989352
frozenset({'far'}),frozenset({'book'}),0.026270650898257652,0.6889049381601516,0.019860973187686197,0.7560137457044673,1.0974137414714173,1.0,0.0017629920551950756,1.275051591484449,0.09116152251234759,0.028564009348221245,0.21571800962518425,0.39242175949880687
frozenset({'favorite'}),frozenset({'book'}),0.030965062742619842,0.6889049381601516,0.021124853299629865,0.6822157434402333,0.990290104847001,1.0,-0.00020713133419987192,0.9789505156978716,-0.010017062310738834,0.03023255813953489,-0.021502092255523977,0.35644006933510813
frozenset({'feel'}),frozenset({'book'}),0.028527579669585627,0.6889049381601516,0.02058319039451115,0.7215189873417722,1.0473418716793095,1.0,0.0009303998863764637,1.1171140856976376,0.04652929601207746,0.02953750485814225,0.10483628055276006,0.37569855801369834
frozenset({'felt'}),frozenset({'book'}),0.016069332851855196,0.6889049381601516,0.012999909722849147,0.8089887640449438,1.1743111701383624,1.0,0.001929666968266951,1.628674147279206,0.150861190119379,0.018786692759295502,0.3860036388061064,0.41392958055477436
frozenset({'fiction'}),frozenset({'book'}),0.01652071860612079,0.6889049381601516,0.01065270380066805,0.644808743169399,0.9359908856096754,1.0,-0.0007285008290428586,0.8758522510260347,-0.0650144485441991,0.015332640332640333,-0.14174508180863823,0.3301359926042251
frozenset({'find'}),frozenset({'book'}),0.05497878486954952,0.6889049381601516,0.03890945201769432,0.7077175697865353,1.0273080226084985,1.0,0.001034295627017033,1.0643645655082454,0.028128593428475523,0.055192726341400954,0.06047229266554038,0.38209885827814516
frozenset({'finished'}),frozenset({'book'}),0.018055430170623814,0.6889049381601516,0.014805452739911528,0.8200000000000001,1.1902948499541346,1.0,0.0023669777347629928,1.7283058991102693,0.16281166121397359,0.0213903743315508,0.42139872315728405,0.42074564277290005
frozenset({'first'}),frozenset({'book'}),0.08964521079714724,0.6889049381601516,0.06942312900604856,0.7744209466263846,1.12413324934877,1.0,0.007666100605486087,1.37909551967397,0.12129967828111225,0.0978994271164863,0.274887064939194,0.43759705436416857
frozenset({'follow'}),frozenset({'book'}),0.01652071860612079,0.6889049381601516,0.012909632571996028,0.7814207650273225,1.1342940393405387,1.0,0.0015284279422851186,1.423259907917307,0.12038319675551189,0.01864163733541911,0.2973876419639151,0.4000800588339338
frozenset({'forward'}),frozenset({'book'}),0.014263789834792814,0.6889049381601516,0.010111040895549336,0.7088607594936709,1.028967452877918,1.0,0.00028464564148199256,1.0685439080586097,0.028559326468933527,0.014589032174026312,0.0641470205778853,0.3617688674941818
frozenset({'found'}),frozenset({'book'}),0.06364539135144895,0.6889049381601516,0.04856910715897806,0.7631205673758865,1.1077298551726766,1.0,0.00472348276582947,1.3133055005813958,0.10386323917553258,0.06899204924339575,0.2385625434772766,0.4168112337600177
frozenset({'friend'}),frozenset({'book'}),0.01462489843820529,0.6889049381601516,0.011555475309199242,0.7901234567901234,1.1469266846893196,1.0,0.0014803105550289276,1.4822764711192773,0.1300060123683005,0.01669928245270711,0.3253620228857218,0.4034485715348861
frozenset({'friends'}),frozenset({'book'}),0.021124853299629865,0.6889049381601516,0.015708224248442718,0.7435897435897435,1.079379319845838,1.0,0.0011552084924189299,1.2132707411754082,0.07512871803515365,0.02262384605382915,0.1757816569192075,0.38319573668807055
frozenset({'full'}),frozenset({'book'}),0.023291504920104723,0.6889049381601516,0.016249887153561432,0.6976744186046511,1.0127295944022696,1.0,0.00020425439691982086,1.0290067430087289,0.012869334812213,0.02334933194966922,0.028189069902414456,0.3606312074677036
frozenset({'fun'}),frozenset({'book'}),0.029701182630676178,0.6889049381601516,0.020944298997923626,0.7051671732522796,1.023605920340126,1.0,0.00048300761445428317,1.055157477786702,0.023767453126804634,0.030020703933747412,0.05227416660345377,0.36778473981707155
frozenset({'funny'}),frozenset({'book'}),0.020763744696217386,0.6889049381601516,0.0156179470975896,0.7521739130434782,1.0918399206896356,1.0,0.0013137008416687843,1.2552958635643003,0.08589839443100064,0.02250260145681582,0.2033750536223473,0.38742229920290805
